observer,time,coherence,decoherence_power
Человек,0.0,1.0,33.083489162303515
Человек,0.02002002002002002,0.5156473819786972,33.083489162303515
Человек,0.04004004004004004,0.2658922225414844,33.083489162303515
Человек,0.06006006006006006,0.1371066284420136,33.083489162303515
Человек,0.08008008008008008,0.07069867400805029,33.083489162303515
Человек,0.10010010010010009,0.03645558616161652,33.083489162303515
Человек,0.12012012012012012,0.018798227562736376,33.083489162303515
Человек,0.14014014014014015,0.009693256828564794,33.083489162303515
Человек,0.16016016016016016,0.004998302506496566,33.083489162303515
Человек,0.18018018018018017,0.0025773616018125167,33.083489162303515
Человек,0.20020020020020018,0.001329009762387046,33.083489162303515
Человек,0.22022022022022023,0.0006853004045990101,33.083489162303515
Человек,0.24024024024024024,0.00035337335950042154,33.083489162303515
Человек,0.2602602602602603,0.00018221604768740922,33.083489162303515
Человек,0.2802802802802803,9.395922794451801e-05,33.083489162303515
Человек,0.3003003003003003,4.8449829902330366e-05,33.083489162303515
Человек,0.3203203203203203,2.4983027946449853e-05,33.083489162303515
Человек,0.34034034034034033,1.2882432954487518e-05,33.083489162303515
Человек,0.36036036036036034,6.642792826497583e-06,33.083489162303515
Человек,0.38038038038038036,3.425338730010349e-06,33.083489162303515
Человек,0.40040040040040037,1.7662669485200722e-06,33.083489162303515
Человек,0.42042042042042044,9.10770927879876e-07,33.083489162303515
Человек,0.44044044044044045,4.6963664454356695e-07,33.083489162303515
Человек,0.46046046046046046,2.4216690624015036e-07,33.083489162303515
Человек,0.4804804804804805,1.2487273120461416e-07,33.083489162303515
Человек,0.5005005005005005,6.439029692618886e-08,33.083489162303515
Человек,0.5205205205205206,3.3202688034820184e-08,33.083489162303515
Человек,0.5405405405405406,1.7120879159810476e-08,33.083489162303515
Человек,0.5605605605605606,8.828336515929893e-09,33.083489162303515
Человек,0.5805805805805806,4.552308611666191e-09,33.083489162303515
Человек,0.6006006006006006,2.3473860175647453e-09,33.083489162303515
Человек,0.6206206206206206,1.2104234544506634e-09,33.083489162303515
Человек,0.6406406406406406,6.241516853730944e-10,33.083489162303515
Человек,0.6606606606606606,3.2184218252022824e-10,33.083489162303515
Человек,0.6806806806806807,1.6595707882686602e-10,33.083489162303515
Человек,0.7007007007007007,8.55753332179056e-11,33.083489162303515
Человек,0.7207207207207207,4.4126696535767745e-11,33.083489162303515
Человек,0.7407407407407407,2.2753815544037045e-11,33.083489162303515
Человек,0.7607607607607607,1.1732945415308911e-11,33.083489162303515
Человек,0.7807807807807807,6.050062586302988e-12,33.083489162303515
Человек,0.8008008008008007,3.1196989334344072e-12,33.083489162303515
Человек,0.8208208208208209,1.6086645875871776e-12,33.083489162303515
Человек,0.8408408408408409,8.295036830711703e-13,33.083489162303515
Человек,0.8608608608608609,4.2773140251733526e-13,33.083489162303515
Человек,0.8808808808808809,2.2055857789814065e-13,33.083489162303515
Человек,0.9009009009009009,1.13730453266121e-13,33.083489162303515
Человек,0.9209209209209209,5.864481047792576e-14,33.083489162303515
Человек,0.9409409409409409,3.024004298957935e-14,33.083489162303515
Человек,0.960960960960961,1.559319899849982e-14,33.083489162303515
Человек,0.980980980980981,8.040592240249261e-15,33.083489162303515
Человек,1.001001001001001,4.146110338242767e-15,33.083489162303515
Человек,1.021021021021021,2.1379309413096825e-15,33.083489162303515
Человек,1.0410410410410411,1.1024184927375916e-15,33.083489162303515
Человек,1.0610610610610611,5.684592096250416e-16,33.083489162303515
Человек,1.0810810810810811,2.9312450320483267e-16,33.083489162303515
Человек,1.1011011011011012,1.5114888267137742e-16,33.083489162303515
Человек,1.1211211211211212,7.793952563850118e-17,33.083489162303515
Человек,1.1411411411411412,4.018931234815476e-17,33.083489162303515
Человек,1.1611611611611612,2.0723513695850168e-17,33.083489162303515
Человек,1.1811811811811812,1.0686025582664834e-17,33.083489162303515
